order_id,customer_id,location_id,order_date,ship_date,ship_mode,order_priority
IN-2012-GH14665113-41248,GH-14665113,2634,2012-12-05,2012-12-08,First Class,High
IN-2012-GH1466527-41074,GH-1466527,618,2012-06-14,2012-06-16,First Class,Critical
IN-2012-GH146657-41094,GH-146657,117,2012-07-04,2012-07-08,Standard Class,High
IN-2012-GM1444027-41128,GM-1444027,753,2012-08-07,2012-08-11,Second Class,High
IN-2012-GM1444058-41200,GM-1444058,1716,2012-10-18,2012-10-20,Second Class,High
IN-2012-GM146807-41234,GM-146807,73,2012-11-21,2012-11-21,Same Day,Critical
IN-2012-GP1474058-41175,GP-1474058,1734,2012-09-23,2012-09-25,Second Class,Medium
IN-2012-GT1471058-41158,GT-1471058,1620,2012-09-06,2012-09-07,First Class,High
IN-2012-GT1475558-40997,GT-1475558,1687,2012-03-29,2012-04-05,Standard Class,Medium
IN-2012-GT1475558-41272,GT-1475558,1718,2012-12-29,2013-01-02,Standard Class,Medium
IN-2012-GW1460558-41081,GW-1460558,1669,2012-06-21,2012-06-25,Standard Class,Medium
IN-2012-GW146057-41084,GW-146057,102,2012-06-24,2012-06-28,Standard Class,Medium
IN-2012-GZ145457-41174,GZ-145457,135,2012-09-22,2012-09-27,Standard Class,Medium
IN-2012-HA1490527-41188,HA-1490527,760,2012-10-06,2012-10-09,First Class,Medium
IN-2012-HA1492092-41052,HA-1492092,2358,2012-05-23,2012-05-26,Second Class,High
IN-2012-HD147857-41165,HD-147857,117,2012-09-13,2012-09-13,Same Day,Critical
IN-2012-HE1480027-41271,HE-1480027,757,2012-12-28,2012-12-31,First Class,Medium
IN-2012-HF1499559-41251,HF-1499559,1749,2012-12-08,2012-12-14,Standard Class,Medium
IN-2012-HF149957-41019,HF-149957,131,2012-04-20,2012-04-23,First Class,Medium
IN-2012-HG1484527-41188,HG-1484527,582,2012-10-06,2012-10-12,Standard Class,Medium
IN-2012-HG148457-41193,HG-148457,93,2012-10-11,2012-10-17,Standard Class,Low
IN-2012-HG1496511-41263,HG-1496511,149,2012-12-20,2012-12-27,Standard Class,Medium
IN-2012-HH150107-41125,HH-150107,117,2012-08-04,2012-08-10,Standard Class,Medium
IN-2012-HJ1487559-41119,HJ-1487559,1774,2012-07-29,2012-08-02,Standard Class,High
IN-2012-HL1504011-41000,HL-1504011,153,2012-04-01,2012-04-07,Standard Class,Medium
IN-2012-HL1504027-41264,HL-1504027,666,2012-12-21,2012-12-27,Standard Class,Medium
IN-2012-HL150407-41237,HL-150407,117,2012-11-24,2012-11-24,Same Day,Critical
IN-2012-HM1498027-41135,HM-1498027,732,2012-08-14,2012-08-21,Standard Class,Low
IN-2012-HR1483058-41171,HR-1483058,1652,2012-09-19,2012-09-23,Standard Class,Medium
IN-2012-HR1483092-41166,HR-1483092,2365,2012-09-14,2012-09-18,Standard Class,Medium
IN-2012-HZ1495078-41130,HZ-1495078,2116,2012-08-09,2012-08-16,Standard Class,Medium
IN-2012-JB154007-41262,JB-154007,102,2012-12-19,2012-12-24,Standard Class,Medium
IN-2012-JB1592559-41245,JB-1592559,1766,2012-12-02,2012-12-06,Standard Class,High
IN-2012-JC1534027-40989,JC-1534027,585,2012-03-21,2012-03-25,Standard Class,Medium
IN-2012-JD1601558-41086,JD-1601558,1700,2012-06-26,2012-06-28,First Class,Medium
IN-2012-JD1606027-41244,JD-1606027,720,2012-12-01,2012-12-01,Same Day,High
IN-2012-JD1615027-41165,JD-1615027,574,2012-09-13,2012-09-20,Standard Class,Medium
IN-2012-JE1547527-41237,JE-1547527,731,2012-11-24,2012-11-29,Standard Class,Medium
IN-2012-JE1547566-40954,JE-1547566,2051,2012-02-15,2012-02-19,Standard Class,Medium
IN-2012-JF1519011-41189,JF-1519011,149,2012-10-07,2012-10-14,Standard Class,Medium
IN-2012-JF1549092-41122,JF-1549092,2373,2012-08-01,2012-08-05,Standard Class,Medium
IN-2012-JF15565102-41121,JF-15565102,2487,2012-07-31,2012-08-05,Standard Class,Medium
IN-2012-JG1516027-41075,JG-1516027,571,2012-06-15,2012-06-20,Second Class,Medium
IN-2012-JG1516058-41263,JG-1516058,1693,2012-12-20,2012-12-27,Standard Class,Low
IN-2012-JG15805144-41123,JG-15805144,3830,2012-08-02,2012-08-06,Standard Class,High
IN-2012-JG1580558-41061,JG-1580558,1714,2012-06-01,2012-06-06,Standard Class,Medium
IN-2012-JH1591027-41262,JH-1591027,568,2012-12-19,2012-12-25,Standard Class,Medium
IN-2012-JH159107-41040,JH-159107,90,2012-05-11,2012-05-13,Second Class,Medium
IN-2012-JH1598527-41173,JH-1598527,779,2012-09-21,2012-09-27,Standard Class,Medium
IN-2012-JH159857-40909,JH-159857,92,2012-01-01,2012-01-08,Standard Class,Medium
IN-2012-JJ15445130-41046,JJ-15445130,2827,2012-05-17,2012-05-23,Standard Class,Medium
IN-2012-JJ157607-41194,JJ-157607,102,2012-10-12,2012-10-14,Second Class,High
IN-2012-JK152057-41065,JK-152057,95,2012-06-05,2012-06-09,Standard Class,High
IN-2012-JK152057-41184,JK-152057,94,2012-10-02,2012-10-02,Same Day,Medium
IN-2012-JK1532527-41030,JK-1532527,566,2012-05-01,2012-05-02,First Class,Critical
IN-2012-JK1532527-41216,JK-1532527,781,2012-11-03,2012-11-08,Second Class,Medium
IN-2012-JK15730102-41203,JK-15730102,2482,2012-10-21,2012-10-28,Standard Class,Medium
IN-2012-JK16090113-41230,JK-16090113,2634,2012-11-17,2012-11-23,Standard Class,Medium
IN-2012-JK160907-41159,JK-160907,102,2012-09-07,2012-09-12,Standard Class,High
IN-2012-JL15130113-41072,JL-15130113,2634,2012-06-12,2012-06-17,Standard Class,Medium
IN-2012-JL15130130-41199,JL-15130130,2827,2012-10-17,2012-10-22,Standard Class,Medium
IN-2012-JL151307-40988,JL-151307,122,2012-03-20,2012-03-25,Standard Class,High
IN-2012-JL152357-41210,JL-152357,123,2012-10-28,2012-11-02,Standard Class,Medium
IN-2012-JL158357-41017,JL-158357,135,2012-04-18,2012-04-21,Second Class,Medium
IN-2012-JL158507-40960,JL-158507,110,2012-02-21,2012-02-25,Standard Class,Medium
IN-2012-JM1525058-41131,JM-1525058,1632,2012-08-10,2012-08-17,Standard Class,Low
IN-2012-JM15265144-41031,JM-15265144,3830,2012-05-02,2012-05-08,Standard Class,Medium
IN-2012-JM1526559-41079,JM-1526559,1787,2012-06-19,2012-06-22,Second Class,Medium
IN-2012-JM152657-40985,JM-152657,123,2012-03-17,2012-03-20,Second Class,Medium
IN-2012-JM1553558-41156,JM-1553558,1675,2012-09-04,2012-09-10,Standard Class,Medium
IN-2012-JM1553566-41069,JM-1553566,2050,2012-06-09,2012-06-16,Standard Class,Low
IN-2012-JM1558092-40932,JM-1558092,2373,2012-01-24,2012-01-30,Standard Class,Medium
IN-2012-JM1558092-41042,JM-1558092,2361,2012-05-13,2012-05-17,Second Class,Medium
IN-2012-JM1565588-40963,JM-1565588,2288,2012-02-24,2012-02-25,First Class,Medium
IN-2012-JM1619558-41069,JM-1619558,1646,2012-06-09,2012-06-09,Same Day,High
IN-2012-JM161957-41194,JM-161957,97,2012-10-12,2012-10-15,Second Class,Medium
IN-2012-JO1528027-41200,JO-1528027,719,2012-10-18,2012-10-25,Standard Class,Medium
IN-2012-JO1528027-41264,JO-1528027,730,2012-12-21,2012-12-21,Same Day,High
IN-2012-JP1613527-41080,JP-1613527,599,2012-06-20,2012-06-25,Standard Class,Medium
IN-2012-JP1613527-41249,JP-1613527,636,2012-12-06,2012-12-10,Standard Class,Medium
IN-2012-JR1567027-41031,JR-1567027,691,2012-05-02,2012-05-07,Standard Class,Medium
IN-2012-JR156707-40957,JR-156707,123,2012-02-18,2012-02-24,Standard Class,Medium
IN-2012-JR156707-40975,JR-156707,119,2012-03-07,2012-03-11,Second Class,Medium
IN-2012-JR157007-40936,JR-157007,102,2012-01-28,2012-02-02,Second Class,Medium
IN-2012-JR1621066-41194,JR-1621066,2060,2012-10-12,2012-10-16,Standard Class,Medium
IN-2012-JS1588058-41058,JS-1588058,1620,2012-05-29,2012-06-03,Standard Class,Medium
IN-2012-JS16030144-41093,JS-16030144,3830,2012-07-03,2012-07-09,Standard Class,Medium
IN-2012-JS1603027-40977,JS-1603027,650,2012-03-09,2012-03-15,Standard Class,Medium
IN-2012-JS1603027-41004,JS-1603027,598,2012-04-05,2012-04-09,Standard Class,Medium
IN-2012-JS1603059-41084,JS-1603059,1751,2012-06-24,2012-07-01,Standard Class,Low
IN-2012-JS1603059-41271,JS-1603059,1768,2012-12-28,2012-12-30,Second Class,High
IN-2012-JW152207-41234,JW-152207,111,2012-11-21,2012-11-23,First Class,Medium
IN-2012-JW1595558-41234,JW-1595558,1644,2012-11-21,2012-11-21,Same Day,Critical
IN-2012-JW1607527-41126,JW-1607527,744,2012-08-05,2012-08-10,Standard Class,High
IN-2012-KA1652588-41124,KA-1652588,2288,2012-08-03,2012-08-08,Second Class,Medium
IN-2012-KB164057-40953,KB-164057,79,2012-02-14,2012-02-18,Standard Class,Medium
IN-2012-KB1658527-41106,KB-1658527,772,2012-07-16,2012-07-21,Standard Class,Medium
IN-2012-KB1660058-41046,KB-1660058,1662,2012-05-17,2012-05-19,Second Class,High
IN-2012-KB1660058-41136,KB-1660058,1726,2012-08-15,2012-08-19,Standard Class,Medium
IN-2012-KC1625558-41149,KC-1625558,1649,2012-08-28,2012-09-01,Standard Class,High
IN-2012-KC162557-41047,KC-162557,73,2012-05-18,2012-05-22,Standard Class,High
IN-2012-KD1649527-41272,KD-1649527,760,2012-12-29,2012-12-29,Same Day,High
IN-2012-KD16615102-41242,KD-16615102,2475,2012-11-29,2012-12-06,Standard Class,Low
IN-2012-KH1633027-41129,KH-1633027,612,2012-08-08,2012-08-10,Second Class,High
IN-2012-KH1636059-41061,KH-1636059,1750,2012-06-01,2012-06-05,Standard Class,High
IN-2012-KH163607-40968,KH-163607,110,2012-02-29,2012-03-02,First Class,High
IN-2012-KH166907-41135,KH-166907,135,2012-08-14,2012-08-16,First Class,High
IN-2012-KL1655527-41201,KL-1655527,779,2012-10-19,2012-10-21,First Class,Medium
IN-2012-KL16645144-41242,KL-16645144,3830,2012-11-29,2012-12-02,First Class,High
IN-2012-KM1637566-41206,KM-1637566,2015,2012-10-24,2012-10-30,Standard Class,Medium
IN-2012-KM16660144-41198,KM-16660144,3829,2012-10-16,2012-10-22,Standard Class,Medium
IN-2012-KM1666027-40914,KM-1666027,723,2012-01-06,2012-01-10,Standard Class,High
IN-2012-KM1666027-41128,KM-1666027,712,2012-08-07,2012-08-11,Standard Class,Medium
IN-2012-KM1666058-41168,KM-1666058,1601,2012-09-16,2012-09-18,Second Class,Critical
IN-2012-KM1666059-41254,KM-1666059,1749,2012-12-11,2012-12-16,Standard Class,High
IN-2012-KM1672078-41051,KM-1672078,2117,2012-05-22,2012-05-22,Same Day,High
IN-2012-KN1645027-40935,KN-1645027,753,2012-01-27,2012-02-01,Standard Class,Medium
IN-2012-KN164507-40911,KN-164507,90,2012-01-03,2012-01-03,Same Day,Critical
IN-2012-KN1670527-41123,KN-1670527,704,2012-08-02,2012-08-06,Standard Class,Medium
IN-2012-KN167057-41240,KN-167057,91,2012-11-27,2012-12-02,Second Class,Medium
IN-2012-KT16465144-41243,KT-16465144,3830,2012-11-30,2012-12-05,Standard Class,Medium
IN-2012-KT1646527-41172,KT-1646527,742,2012-09-20,2012-09-24,Standard Class,High
IN-2012-KT1646527-41241,KT-1646527,602,2012-11-28,2012-12-03,Standard Class,Medium
IN-2012-LA1678027-40956,LA-1678027,633,2012-02-17,2012-02-19,First Class,Critical
IN-2012-LA1678058-41247,LA-1678058,1734,2012-12-04,2012-12-08,Second Class,Medium
IN-2012-LB16735102-40911,LB-16735102,2487,2012-01-03,2012-01-07,Second Class,High
IN-2012-LB1679558-41219,LB-1679558,1622,2012-11-06,2012-11-11,Standard Class,Medium
IN-2012-LC1687027-40965,LC-1687027,767,2012-02-26,2012-03-01,Standard Class,High
IN-2012-LC168857-40932,LC-168857,95,2012-01-24,2012-01-29,Standard Class,Medium
IN-2012-LC1696058-41241,LC-1696058,1618,2012-11-28,2012-12-03,Standard Class,Medium
IN-2012-LD1685559-41112,LD-1685559,1751,2012-07-22,2012-07-27,Standard Class,Medium
IN-2012-LD1685578-41195,LD-1685578,2115,2012-10-13,2012-10-19,Standard Class,Medium
IN-2012-LD17005118-41034,LD-17005118,2688,2012-05-05,2012-05-09,Standard Class,High
IN-2012-LE16810102-41135,LE-16810102,2491,2012-08-14,2012-08-16,First Class,Medium
IN-2012-LE1681066-41238,LE-1681066,2013,2012-11-25,2012-11-30,Second Class,High
IN-2012-LE168107-41202,LE-168107,111,2012-10-20,2012-10-26,Standard Class,Medium
IN-2012-LH1690027-41209,LH-1690027,770,2012-10-27,2012-11-02,Standard Class,Medium
IN-2012-LH1690059-41094,LH-1690059,1768,2012-07-04,2012-07-09,Second Class,Medium
IN-2012-LH1702066-41180,LH-1702066,2058,2012-09-28,2012-10-03,Second Class,High
IN-2012-LH1715559-40968,LH-1715559,1785,2012-02-29,2012-03-05,Standard Class,Medium
IN-2012-LO1717027-41154,LO-1717027,576,2012-09-02,2012-09-06,Standard Class,Medium
IN-2012-LP17080144-41141,LP-17080144,3830,2012-08-20,2012-08-25,Standard Class,Medium
IN-2012-LP170807-41047,LP-170807,123,2012-05-18,2012-05-18,Same Day,Critical
IN-2012-LR1691558-41012,LR-1691558,1673,2012-04-13,2012-04-13,Same Day,Medium
IN-2012-LR1703558-41195,LR-1703558,1714,2012-10-13,2012-10-17,Second Class,High
IN-2012-LS1694527-41180,LS-1694527,795,2012-09-28,2012-10-04,Standard Class,Medium
IN-2012-LS172007-40939,LS-172007,123,2012-01-31,2012-02-05,Standard Class,High
IN-2012-LT1676527-41212,LT-1676527,811,2012-10-30,2012-11-03,Standard Class,Medium
IN-2012-LT1676558-40958,LT-1676558,1712,2012-02-19,2012-02-21,Second Class,High
IN-2012-LT1711027-41226,LT-1711027,587,2012-11-13,2012-11-19,Standard Class,Medium
IN-2012-LT1711059-40946,LT-1711059,1754,2012-02-07,2012-02-14,Standard Class,Medium
IN-2012-LW16825113-40991,LW-16825113,2634,2012-03-23,2012-03-25,Second Class,Critical
IN-2012-LW16825113-41263,LW-16825113,2634,2012-12-20,2012-12-24,Standard Class,Medium
IN-2012-LW169907-41012,LW-169907,103,2012-04-13,2012-04-20,Standard Class,Medium
IN-2012-LW1721527-40933,LW-1721527,685,2012-01-25,2012-01-27,First Class,High
IN-2012-MA1756059-41132,MA-1756059,1787,2012-08-11,2012-08-15,Standard Class,Medium
IN-2012-MA175607-41168,MA-175607,105,2012-09-16,2012-09-19,First Class,Critical
IN-2012-MA179957-41237,MA-179957,123,2012-11-24,2012-11-28,Standard Class,Medium
IN-2012-MC172757-41241,MC-172757,89,2012-11-28,2012-12-03,Standard Class,Medium
IN-2012-MC1742558-41060,MC-1742558,1693,2012-05-31,2012-06-05,Standard Class,Medium
IN-2012-MC1757527-41157,MC-1757527,713,2012-09-05,2012-09-12,Standard Class,Medium
IN-2012-MC176057-41254,MC-176057,135,2012-12-11,2012-12-15,Standard Class,High
IN-2012-MC176357-41251,MC-176357,122,2012-12-08,2012-12-13,Standard Class,Medium
IN-2012-MC1784559-41116,MC-1784559,1751,2012-07-26,2012-07-30,Standard Class,Medium
IN-2012-MC1813058-41184,MC-1813058,1633,2012-10-02,2012-10-08,Standard Class,Medium
IN-2012-MD1786092-41255,MD-1786092,2346,2012-12-12,2012-12-16,Standard Class,Medium
IN-2012-ME1732092-41059,ME-1732092,2359,2012-05-30,2012-06-02,First Class,High
IN-2012-ME1772558-41166,ME-1772558,1696,2012-09-14,2012-09-19,Standard Class,Medium
IN-2012-MF1825088-41159,MF-1825088,2288,2012-09-07,2012-09-11,Standard Class,Medium
IN-2012-MG1768058-41198,MG-1768058,1680,2012-10-16,2012-10-18,Second Class,Critical
IN-2012-MG176807-41107,MG-176807,135,2012-07-17,2012-07-22,Standard Class,High
IN-2012-MG1787558-41069,MG-1787558,1743,2012-06-09,2012-06-14,Standard Class,Medium
IN-2012-MG178757-41012,MG-178757,123,2012-04-13,2012-04-16,First Class,Medium
IN-2012-MG178757-41175,MG-178757,92,2012-09-23,2012-09-26,Second Class,Medium
IN-2012-MG1789058-40951,MG-1789058,1708,2012-02-12,2012-02-19,Standard Class,Medium
IN-2012-MG1820527-41195,MG-1820527,587,2012-10-13,2012-10-19,Standard Class,Low
IN-2012-MG1820558-40962,MG-1820558,1676,2012-02-23,2012-02-26,First Class,High
IN-2012-MH1744058-41046,MH-1744058,1669,2012-05-17,2012-05-21,Standard Class,High
IN-2012-MH1778558-40997,MH-1778558,1677,2012-03-29,2012-04-01,First Class,High
IN-2012-MH1778559-41221,MH-1778559,1753,2012-11-08,2012-11-09,First Class,High
IN-2012-MJ1774027-41187,MJ-1774027,598,2012-10-05,2012-10-09,Second Class,Medium
IN-2012-MJ177407-41247,MJ-177407,85,2012-12-04,2012-12-08,Standard Class,Medium
IN-2012-ML173957-41198,ML-173957,78,2012-10-16,2012-10-21,Standard Class,Medium
IN-2012-ML1741027-41255,ML-1741027,605,2012-12-12,2012-12-16,Standard Class,High
IN-2012-ML180407-40957,ML-180407,97,2012-02-18,2012-02-21,Second Class,High
IN-2012-ML182657-41114,ML-182657,98,2012-07-24,2012-07-29,Standard Class,High
IN-2012-MM1726058-41034,MM-1726058,1662,2012-05-05,2012-05-09,Standard Class,Medium
IN-2012-MM179207-41003,MM-179207,135,2012-04-04,2012-04-07,First Class,High
IN-2012-MM18280102-41087,MM-18280102,2487,2012-06-27,2012-07-01,Second Class,Medium
IN-2012-MN1793527-41152,MN-1793527,561,2012-08-31,2012-09-05,Standard Class,High
IN-2012-MP179657-41242,MP-179657,132,2012-11-29,2012-12-06,Standard Class,Medium
IN-2012-MP1817527-41145,MP-1817527,633,2012-08-24,2012-08-29,Standard Class,Medium
IN-2012-MS1736527-41062,MS-1736527,624,2012-06-02,2012-06-04,Second Class,Critical
IN-2012-MS173657-41040,MS-173657,89,2012-05-11,2012-05-16,Standard Class,Medium
IN-2012-MT1781527-40996,MT-1781527,692,2012-03-28,2012-04-01,Standard Class,High
IN-2012-MT1781527-41121,MT-1781527,770,2012-07-31,2012-08-01,First Class,High
IN-2012-MT1807058-41095,MT-1807058,1633,2012-07-05,2012-07-06,First Class,Critical
IN-2012-MT1807058-41187,MT-1807058,1613,2012-10-05,2012-10-10,Standard Class,Medium
IN-2012-MV17485113-41213,MV-17485113,2634,2012-10-31,2012-10-31,Same Day,High
IN-2012-MV1748597-41215,MV-1748597,2433,2012-11-02,2012-11-04,Second Class,Medium
IN-2012-MV1819011-40970,MV-1819011,151,2012-03-02,2012-03-07,Second Class,High
IN-2012-MV1819027-41131,MV-1819027,793,2012-08-10,2012-08-15,Second Class,Medium
IN-2012-MV1819058-40988,MV-1819058,1596,2012-03-20,2012-03-24,Standard Class,High
IN-2012-MW1822059-40932,MW-1822059,1787,2012-01-24,2012-01-29,Standard Class,Medium
IN-2012-MW1823558-41068,MW-1823558,1708,2012-06-08,2012-06-13,Standard Class,High
IN-2012-MW182357-41052,MW-182357,105,2012-05-23,2012-05-27,Standard Class,High
IN-2012-MZ1733527-41116,MZ-1733527,571,2012-07-26,2012-08-02,Standard Class,Medium
IN-2012-NC1834027-41044,NC-1834027,630,2012-05-15,2012-05-19,Standard Class,High
IN-2012-NC1834066-41214,NC-1834066,2032,2012-11-01,2012-11-08,Standard Class,Medium
IN-2012-NC1841527-41166,NC-1841527,767,2012-09-14,2012-09-19,Standard Class,Medium
IN-2012-NC185357-41080,NC-185357,90,2012-06-20,2012-06-26,Standard Class,Medium
IN-2012-NC1862511-41041,NC-1862511,149,2012-05-12,2012-05-16,Standard Class,High
IN-2012-NC1862558-41199,NC-1862558,1716,2012-10-17,2012-10-22,Standard Class,Medium
IN-2012-NC186257-41257,NC-186257,93,2012-12-14,2012-12-19,Second Class,Medium
IN-2012-NF1838527-41265,NF-1838527,741,2012-12-22,2012-12-29,Standard Class,Low
IN-2012-NF1847527-41016,NF-1847527,594,2012-04-17,2012-04-21,Standard Class,High
IN-2012-NF1847527-41217,NF-1847527,626,2012-11-04,2012-11-08,Second Class,Medium
IN-2012-NF1847558-41118,NF-1847558,1651,2012-07-28,2012-07-31,First Class,Medium
IN-2012-NF1859527-40916,NF-1859527,798,2012-01-08,2012-01-12,Second Class,Medium
IN-2012-NF185957-41271,NF-185957,135,2012-12-28,2012-12-28,Same Day,High
IN-2012-NG1843027-41251,NG-1843027,770,2012-12-08,2012-12-13,Standard Class,High
IN-2012-NG1843058-41089,NG-1843058,1742,2012-06-29,2012-07-06,Standard Class,Low
IN-2012-NG184307-41256,NG-184307,118,2012-12-13,2012-12-17,Standard Class,Medium
IN-2012-NH1861092-41187,NH-1861092,2373,2012-10-05,2012-10-10,Standard Class,High
IN-2012-NL1831027-41016,NL-1831027,571,2012-04-17,2012-04-23,Standard Class,Medium
IN-2012-NM1844527-41189,NM-1844527,747,2012-10-07,2012-10-13,Standard Class,Medium
IN-2012-NM1844558-40934,NM-1844558,1708,2012-01-26,2012-01-28,Second Class,High
IN-2012-NM1852058-41101,NM-1852058,1671,2012-07-11,2012-07-18,Standard Class,Low
IN-2012-NP1832511-40974,NP-1832511,149,2012-03-06,2012-03-09,Second Class,Medium
IN-2012-NP1832592-41125,NP-1832592,2349,2012-08-04,2012-08-06,Second Class,Medium
IN-2012-NP186707-41209,NP-186707,73,2012-10-27,2012-11-02,Standard Class,Medium
IN-2012-NP1870058-41220,NP-1870058,1627,2012-11-07,2012-11-10,First Class,Medium
IN-2012-NW1840027-41234,NW-1840027,565,2012-11-21,2012-11-24,First Class,Critical
IN-2012-NW1840078-40946,NW-1840078,2120,2012-02-07,2012-02-12,Second Class,Medium
IN-2012-NZ1856558-41271,NZ-1856558,1616,2012-12-28,2013-01-02,Standard Class,High
IN-2012-PB1915027-41168,PB-1915027,711,2012-09-16,2012-09-20,Standard Class,Medium
IN-2012-PB19210127-41259,PB-19210127,2807,2012-12-16,2012-12-19,First Class,Critical
IN-2012-PB192107-41158,PB-192107,122,2012-09-06,2012-09-08,First Class,High
IN-2012-PC18745144-41000,PC-18745144,3830,2012-04-01,2012-04-04,First Class,Medium
IN-2012-PF1912027-40983,PF-1912027,587,2012-03-15,2012-03-15,Same Day,Critical
IN-2012-PF191207-41176,PF-191207,90,2012-09-24,2012-10-01,Standard Class,Medium
IN-2012-PG188207-41047,PG-188207,90,2012-05-18,2012-05-25,Standard Class,Low
IN-2012-PG188207-41266,PG-188207,90,2012-12-23,2012-12-25,First Class,High
IN-2012-PG1889527-41242,PG-1889527,590,2012-11-29,2012-11-29,Same Day,Critical
IN-2012-PH18790102-41167,PH-18790102,2484,2012-09-15,2012-09-18,First Class,Medium
IN-2012-PH187907-41205,PH-187907,123,2012-10-23,2012-10-28,Second Class,Medium
IN-2012-PH187907-41272,PH-187907,120,2012-12-29,2013-01-02,Standard Class,High
IN-2012-PJ1883527-41079,PJ-1883527,685,2012-06-19,2012-06-21,Second Class,Medium
IN-2012-PJ188357-41202,PJ-188357,122,2012-10-20,2012-10-24,Standard Class,Medium
IN-2012-PL1892527-41228,PL-1892527,600,2012-11-15,2012-11-21,Standard Class,Low
IN-2012-PM1894027-41166,PM-1894027,723,2012-09-14,2012-09-17,Second Class,Medium
IN-2012-PN1877527-41129,PN-1877527,692,2012-08-08,2012-08-11,First Class,Medium
IN-2012-PO1885092-41267,PO-1885092,2345,2012-12-24,2012-12-27,Second Class,Medium
IN-2012-PO18865102-40985,PO-18865102,2487,2012-03-17,2012-03-21,Second Class,High
IN-2012-PO1886511-40940,PO-1886511,149,2012-02-01,2012-02-03,Second Class,Critical
IN-2012-PO1886511-41249,PO-1886511,147,2012-12-06,2012-12-12,Standard Class,Low
IN-2012-PO1886527-40918,PO-1886527,608,2012-01-10,2012-01-11,First Class,High
IN-2012-PO1886527-40935,PO-1886527,598,2012-01-27,2012-02-01,Standard Class,Medium
IN-2012-PO1919527-41200,PO-1919527,754,2012-10-18,2012-10-23,Standard Class,High
IN-2012-PP1895527-41205,PP-1895527,743,2012-10-23,2012-10-29,Standard Class,Medium
IN-2012-PR1888058-41013,PR-1888058,1699,2012-04-14,2012-04-16,Second Class,Medium
IN-2012-PS187607-41038,PS-187607,99,2012-05-09,2012-05-14,Standard Class,Medium
IN-2012-PS1904527-41014,PS-1904527,591,2012-04-15,2012-04-16,First Class,High
IN-2012-PV1898558-41240,PV-1898558,1703,2012-11-27,2012-12-02,Standard Class,Medium
IN-2012-PW19030113-41192,PW-19030113,2634,2012-10-10,2012-10-16,Standard Class,Medium
IN-2012-PW19030130-41261,PW-19030130,2827,2012-12-18,2012-12-22,Second Class,Medium
IN-2012-PW1903088-40927,PW-1903088,2288,2012-01-19,2012-01-23,Standard Class,Medium
IN-2012-PW1924058-41151,PW-1924058,1699,2012-08-30,2012-09-03,Second Class,High
IN-2012-QJ1925592-41122,QJ-1925592,2350,2012-08-01,2012-08-06,Second Class,Medium
IN-2012-RB1936059-41138,RB-1936059,1774,2012-08-17,2012-08-22,Standard Class,Medium
IN-2012-RB1936092-41130,RB-1936092,2361,2012-08-09,2012-08-15,Standard Class,Low
IN-2012-RB19435102-41124,RB-19435102,2484,2012-08-03,2012-08-09,Standard Class,Medium
IN-2012-RB1943558-41153,RB-1943558,1639,2012-09-01,2012-09-06,Standard Class,Medium
IN-2012-RB194657-41061,RB-194657,120,2012-06-01,2012-06-07,Standard Class,Medium
IN-2012-RB1964559-41271,RB-1964559,1751,2012-12-28,2013-01-02,Standard Class,Medium
IN-2012-RB1970559-41072,RB-1970559,1785,2012-06-12,2012-06-16,Standard Class,Medium
IN-2012-RB1979558-41222,RB-1979558,1659,2012-11-09,2012-11-14,Standard Class,Medium
IN-2012-RB197957-41259,RB-197957,90,2012-12-16,2012-12-20,Standard Class,Medium
IN-2012-RC198257-41167,RC-198257,93,2012-09-15,2012-09-20,Standard Class,Medium
IN-2012-RC1982578-41097,RC-1982578,2122,2012-07-07,2012-07-12,Standard Class,Medium
IN-2012-RC1996027-41193,RC-1996027,734,2012-10-11,2012-10-15,Standard Class,High
IN-2012-RD195857-41237,RD-195857,93,2012-11-24,2012-11-26,Second Class,High
IN-2012-RD19720113-41030,RD-19720113,2634,2012-05-01,2012-05-03,First Class,Critical
IN-2012-RD1990058-40957,RD-1990058,1693,2012-02-18,2012-02-23,Standard Class,Medium
IN-2012-RD199307-41028,RD-199307,90,2012-04-29,2012-05-02,First Class,High
IN-2012-RE194057-41051,RE-194057,85,2012-05-22,2012-05-28,Standard Class,Medium
IN-2012-RE194057-41264,RE-194057,130,2012-12-21,2012-12-27,Standard Class,Medium
IN-2012-RE1945058-41076,RE-1945058,1613,2012-06-16,2012-06-22,Standard Class,Low
IN-2012-RF1934566-40968,RF-1934566,2006,2012-02-29,2012-03-04,Standard Class,Medium
IN-2012-RF1973588-41100,RF-1973588,2288,2012-07-10,2012-07-15,Second Class,High
IN-2012-RH1949527-41122,RH-1949527,636,2012-08-01,2012-08-02,First Class,High
IN-2012-RH1949559-41030,RH-1949559,1751,2012-05-01,2012-05-04,Second Class,High
IN-2012-RH1951058-40961,RH-1951058,1695,2012-02-22,2012-02-26,Standard Class,Medium
IN-2012-RM1937558-41209,RM-1937558,1746,2012-10-27,2012-10-27,Same Day,Critical
IN-2012-RM1975027-40998,RM-1975027,779,2012-03-30,2012-04-05,Standard Class,Low
IN-2012-RO1978027-41052,RO-1978027,700,2012-05-23,2012-05-25,Second Class,High
IN-2012-RP1927027-41177,RP-1927027,608,2012-09-25,2012-09-25,Same Day,Medium
